"Ženska imena po: IME, MERITVE , LETO"

" ";"Število";" ";" ";" ";" ";" "
"Vittoria";5;6;6;6;6;6
"Viva";6;6;9;13;14;16
"Vivian";14;14;14;15;16;17
"Viviana";29;32;31;31;32;33
"Vivien";15;16;17;17;18;18
"Vivijana";27;27;27;27;28;28
"Vivjana";18;18;19;19;18;18
"Vjekoslava";55;51;48;47;45;45
"Vjera";20;19;18;17;15;16
"Vjolca";11;11;10;11;11;10
"Vjollca";12;14;16;20;24;25
"Vlada";11;11;11;10;10;9
"Vladana";9;10;9;9;9;9
"Vladanka";11;10;11;11;10;10
"Vladica";14;14;14;14;14;14
"Vladimira";442;440;437;433;428;423
"Vladimirka";5;5;5;5;5;5
"Vladislava";92;92;91;90;87;84
"Vladka";164;165;166;165;165;165
"Vladoša";14;14;14;14;14;14
"Vlasta";1987;1967;1957;1946;1941;1929
"Vlasta Marija";10;10;10;10;10;10
"Vlatka";23;24;26;24;26;28
"Vlera";6;7;8;9;10;11
"Vlora";19;19;22;26;28;30
"Vojislava";17;17;17;16;16;16
"Vojka";342;341;342;337;339;337
"Vojmira";6;6;6;6;6;6
"Vojna";7;8;8;8;8;8
"Vuka";6;6;6;6;6;6
"Vukana";5;5;5;5;5;5
"Vukica";27;28;29;29;29;29
"Vukosava";50;49;48;44;44;43
"Zada";19;19;18;19;19;20
"Zade";5;6;6;6;9;8
"Zaga";9;9;9;9;8;9
"Zagorka";96;95;96;95;95;96
"Zahida";52;51;51;51;50;52
"Zahira";9;9;10;10;10;10
"Zaja";-;-;-;-;6;7
"Zala";2055;2276;2490;2679;2892;3067
"Zala Ana";6;7;10;10;13;14
"Zala Marija";5;5;7;7;7;7
"Zala Pia";5;5;5;5;5;5
"Zalika";52;52;53;53;51;51
"Zalka";100;98;97;97;98;98
"Zana";41;45;47;59;61;64
"Zara";127;173;204;244;290;334
"Zarfa";7;6;6;6;5;5
"Zarfija";7;7;7;8;8;8
"Zarifa";6;7;7;5;-;-
"Zarife";9;8;8;9;10;13
"Zarina";-;-;-;-;-;5
"Zarja";297;349;408;460;525;590
"Zarka";7;7;7;8;9;9
"Zdenka";5786;5762;5742;5710;5684;5647
"Zdenka Marija";18;18;19;18;18;18
"Zdenkica";5;5;5;5;5;5
"Zdravica";5;5;5;5;5;5
"Zdravka";245;245;244;242;239;236
"Zea";-;6;6;6;6;7
"Zehida";42;44;48;48;48;47
"Zehira";6;6;9;10;11;12
"Zehra";55;55;58;61;66;65
"Zejfa";5;5;5;-;-;-
"Zejna";59;62;62;62;62;62
"Zejneba";13;14;14;14;13;13
"Zejnep";-;6;5;5;5;5
"Zejnepe";5;5;5;6;7;7
"Zejnije";12;12;12;11;10;11
"Zejno";-;-;-;-;-;5
"Zekija";51;51;52;51;51;51
"Zekije";5;5;-;-;-;-
"Zekira";19;20;20;20;20;19
"Zelfije";-;-;-;-;6;5
"Zeliha";5;6;7;7;6;7
"Zelije";-;5;6;6;7;7
"Zemina";31;29;33;33;35;34
"Zemine";13;12;14;14;15;15
"Zemira";43;43;48;50;53;55
"Zemka";32;33;32;32;32;33
"Zenepa";-;5;5;5;5;5
"Zerina";29;34;41;39;43;46
"Zhaklina";-;-;-;5;7;8
"Zhanna";6;5;7;8;7;6
"Zhivka";-;-;-;-;-;6
"Ziba";13;11;11;11;11;11
"Zijada";34;33;34;36;36;36
"Zikreta";13;13;15;15;15;13
"Zilha";24;24;26;26;24;25
"Zilka";7;8;9;10;10;10
"Zilkide";-;-;-;-;-;5
"Zina";16;17;17;18;18;18
"Zinaida";14;14;14;14;14;13
"Zinajda";16;16;16;16;16;15
"Zineta";89;89;90;89;89;91
"Zinka";379;374;373;371;371;369
"Zirafet";-;-;-;-;5;5
"Zita";34;35;35;35;36;35
"Ziza";9;9;9;11;11;11
"Zlata";747;734;734;726;717;708
"Zlata Marija";9;9;9;9;9;9
"Zlatana";7;7;7;7;7;7
"Zlate";22;22;21;21;20;19
"Zlatica";221;220;220;219;216;216
"Zlatija";11;11;12;13;13;13
"Zlatka";1198;1183;1177;1166;1165;1154
"Zmaga";113;110;109;106;106;104
"Zmagica";14;14;14;14;14;13
"Zmagoslava";51;51;51;50;49;49
"Zoe";5;8;10;12;15;14
"Zofija";2187;2136;2073;2000;1948;1881
"Zofija Marija";16;16;16;15;13;12
"Zofija Sonja";17;17;17;17;18;18
"Zofka";83;81;81;80;80;78
"Zoja";525;680;845;996;1168;1346
"Zoje";-;-;-;5;5;-
"Zora";1143;1119;1096;1074;1052;1028
"Zora Albina";6;6;5;5;-;-
"Zora Marija";21;21;20;21;20;17
"Zorana";80;80;79;80;81;82
"Zorica";707;712;715;711;717;716
"Zorislava";108;107;103;104;99;94
"Zorka";627;620;611;597;588;576
"Zorka Marija";5;5;6;5;5;-
"Zoya";29;32;38;45;48;50
"Zrinka";27;28;29;29;31;30
"Zsuzsanna";7;9;9;8;9;8
"Zuhra";61;62;64;64;65;66
"Zula";7;8;8;8;8;8
"Zulejha";12;13;13;13;13;13
"Zulfija";10;10;10;11;12;12
"Zuma";5;5;5;5;5;5
"Zumra";51;51;52;51;49;48
"Zumreta";62;60;60;61;65;65
"Zurijeta";7;7;8;8;8;8
"Zuzana";9;12;12;13;13;14
"Zvezda";46;46;46;46;45;42
"Zvezdana";415;416;411;411;411;411
"Zvezdica";9;9;9;9;10;10
"Zvijezdana";7;7;7;7;7;7
"Zvjezdana";33;32;33;31;31;29
"Zvonimira";95;95;94;91;92;90
"Zvonislava";7;7;7;7;7;7
"Zvonka";1101;1101;1097;1095;1092;1088
"Zvonka Marija";5;5;5;5;5;5
"Zymrije";-;-;-;-;-;5
"Zyrafete";5;6;6;7;9;12
"Žaklin";15;15;15;15;15;16
"Žaklina";91;92;94;90;91;90
"Žana";551;679;780;867;967;1054
"Žanet";81;80;83;85;87;86
"Žaneta";18;18;18;19;19;19
"Žanin";15;20;23;26;28;31
"Žanina";8;8;8;8;8;8
"Žanna";-;5;5;5;6;6
"Žarka";9;9;9;9;9;9
"Željana";28;29;29;29;31;31
"Željka";308;309;310;314;316;315
"Ženja";16;16;17;16;18;18
"Žikica";5;5;5;5;5;-
"Živa";1543;1663;1765;1870;1966;2060
"Živadinka";6;7;6;6;6;6
"Živana";112;112;111;111;108;107
"Živanka";9;9;10;9;9;9
"Živka";106;104;104;104;103;102
"Žuža";13;13;13;13;13;13
"Žužana";40;40;40;40;40;40
"Waltraud";7;8;8;8;8;8
"Æamila";9;8;10;10;11;11
"Qamile";6;6;9;10;10;10
"Æamka";8;8;8;8;8;8
"Ðana";7;7;7;7;7;8
"Yana";6;5;6;-;6;6
"Wanda";-;-;-;-;-;5
"Æatiba";6;6;6;6;6;6
"Qefsere";-;-;-;-;5;5
"Ðemila";16;17;19;17;16;15
"Ðemka";5;5;6;6;5;6
"Ðenana";-;-;5;5;6;6
"Qendresa";12;12;15;17;16;20
"Xenia";-;-;-;-;-;5
"Æerima";9;9;9;9;9;9
"Ðesika";-;5;5;5;5;5
"Ðevada";7;7;7;7;7;7
"Yevheniya";6;6;6;6;5;6
"Ágnes";-;-;-;-;-;6
"Xhemile";-;5;8;9;14;14
"Xheneta";-;-;-;5;5;6
"Xhevahire";8;7;7;9;8;10
"Xhevrije";8;7;8;8;9;9
"Xhezide";-;-;6;8;9;10
"Xiaoyan";-;-;5;5;5;5
"Wilma";-;5;5;5;5;5
"Ðina";8;8;9;9;9;9
"Ylenia";5;5;5;6;5;5
"Yllka";-;6;9;9;9;11
"Ðuja";17;16;17;17;17;17
"Ðuka";13;13;12;13;13;14
"Ðula";31;33;33;35;36;36
"Yulia";7;7;8;12;15;19
"Ðulija";6;6;6;6;6;5
"Ðulijana";6;6;6;6;6;6
"Yuliya";32;36;46;50;50;49
"Ðulsa";8;8;8;8;8;8
"Ðurða";79;80;79;79;78;76
"Ðurðica";153;152;153;150;149;149
"Ðurðija";15;16;16;16;16;15
"Ðurðina";5;5;5;5;5;6
"Yvonne";10;10;10;10;10;9
